-699.0,112.0,681.0
-682.0,202.0,628.0
-678.0,154.0,630.0
-683.0,168.0,734.0
-684.0,182.0,768.0
-712.0,92.0,762.0
-709.0,133.0,731.0
-710.0,146.0,771.0
-710.0,210.0,762.0
-703.0,205.0,730.0
-710.0,192.0,772.0
-708.0,252.0,714.0
-691.0,365.0,702.0
-702.0,337.0,712.0
-692.0,472.0,790.0
-670.0,494.0,733.0
-659.0,437.0,731.0
-576.0,414.0,616.0
-565.0,360.0,578.0
-565.0,187.0,543.0
-510.0,182.0,346.0
-499.0,113.0,376.0
-469.0,126.0,355.0
-338.0,328.0,622.0
-332.0,74.0,575.0
-316.0,72.0,818.0
-226.0,162.0,548.0
-247.0,-14.0,599.0
-186.0,-5.0,824.0
-112.0,-86.0,980.0
-96.0,71.0,1019.0
-82.0,199.0,1130.0
-116.0,-212.0,1420.0
-120.0,-329.0,1241.0
-88.0,-177.0,1280.0
14.0,-310.0,1332.0
-2.0,-252.0,1298.0
-14.0,-143.0,1409.0
-4.0,404.0,1644.0
2.0,305.0,1487.0
47.0,269.0,1555.0
86.0,24.0,1144.0
152.0,128.0,1388.0
154.0,153.0,1420.0
240.0,328.0,1534.0
219.0,367.0,1438.0
224.0,325.0,1282.0
106.0,122.0,934.0
170.0,267.0,1013.0
144.0,266.0,988.0
94.0,182.0,950.0
102.0,142.0,1294.0
93.0,123.0,1259.0
88.0,136.0,1404.0
73.0,103.0,1252.0
79.0,110.0,1246.0
36.0,264.0,1054.0
36.0,288.0,1050.0
-23.0,267.0,1015.0
-68.0,202.0,1088.0
-103.0,142.0,1006.0
-118.0,131.0,980.0
-194.0,64.0,774.0
-213.0,-2.0,864.0
-212.0,35.0,851.0
-254.0,-22.0,768.0
-275.0,-74.0,738.0
-306.0,-49.0,807.0
-346.0,166.0,784.0
-360.0,44.0,840.0
-376.0,23.0,944.0
-454.0,-96.0,878.0
-449.0,-42.0,860.0
-451.0,-7.0,876.0
-498.0,-174.0,782.0
-496.0,-190.0,846.0
-492.0,-58.0,816.0
-536.0,-196.0,772.0
-556.0,-156.0,789.0
-547.0,3.0,826.0
-600.0,-198.0,728.0
-585.0,-85.0,832.0
-590.0,-66.0,819.0
-626.0,30.0,892.0
-633.0,132.0,872.0
-610.0,8.0,828.0
-590.0,32.0,1000.0
-600.0,21.0,889.0
-609.0,28.0,916.0
-572.0,78.0,704.0
-569.0,48.0,781.0
-578.0,-12.0,913.0
-570.0,60.0,894.0
-559.0,36.0,850.0
-579.0,12.0,862.0
-628.0,-108.0,780.0
-601.0,-19.0,802.0
-602.0,0.0,812.0
-602.0,82.0,870.0
-572.0,52.0,850.0
-582.0,68.0,886.0
-582.0,42.0,846.0
-571.0,44.0,879.0
-569.0,70.0,843.0
-614.0,52.0,868.0
-583.0,95.0,879.0
-563.0,46.0,863.0
-584.0,136.0,860.0
-601.0,79.0,866.0
-580.0,74.0,893.0
-552.0,72.0,802.0
-567.0,51.0,815.0
-590.0,142.0,892.0
-584.0,160.0,846.0
-596.0,180.0,854.0
-598.0,180.0,836.0
-584.0,194.0,763.0
-606.0,86.0,882.0
-600.0,146.0,876.0
-594.0,136.0,847.0
-580.0,176.0,868.0
-579.0,224.0,882.0
-581.0,276.0,870.0
-580.0,380.0,788.0
-582.0,353.0,802.0
-576.0,348.0,795.0
-538.0,304.0,826.0
-546.0,328.0,805.0
-537.0,318.0,796.0
-544.0,132.0,774.0
-508.0,200.0,768.0
-520.0,177.0,752.0
-476.0,388.0,564.0
-505.0,336.0,565.0
-479.0,296.0,580.0
-442.0,212.0,694.0
-425.0,88.0,820.0
-426.0,85.0,807.0
-338.0,276.0,638.0
-357.0,224.0,620.0
-342.0,88.0,786.0
-236.0,64.0,858.0
-258.0,-101.0,911.0
-208.0,4.0,796.0
-158.0,88.0,938.0
-93.0,70.0,770.0
-46.0,-43.0,890.0
4.0,-308.0,1350.0
42.0,-164.0,1131.0
99.0,-127.0,1279.0
172.0,-136.0,1304.0
228.0,-61.0,1286.0
320.0,-27.0,1338.0
470.0,348.0,1112.0
472.0,235.0,1379.0
473.0,343.0,1461.0
480.0,386.0,1432.0
490.0,442.0,1565.0
505.0,420.0,1444.0
512.0,334.0,1372.0
492.0,277.0,1354.0
505.0,345.0,1358.0
408.0,450.0,1100.0
385.0,390.0,1107.0
357.0,450.0,1056.0
256.0,324.0,970.0
231.0,275.0,1031.0
231.0,265.0,1062.0
90.0,-104.0,910.0
76.0,-16.0,1094.0
73.0,241.0,1117.0
-38.0,80.0,1074.0
-20.0,208.0,1135.0
9.0,205.0,1068.0
-58.0,-80.0,1152.0
0.0,54.0,1076.0
-53.0,-9.0,993.0
-88.0,182.0,898.0
-111.0,166.0,846.0
-114.0,166.0,938.0
-142.0,122.0,832.0
-177.0,107.0,824.0
-202.0,97.0,764.0
-308.0,-62.0,868.0
-287.0,53.0,821.0
-332.0,23.0,783.0
-374.0,140.0,888.0
-384.0,50.0,888.0
-408.0,65.0,955.0
-346.0,54.0,968.0
-410.0,-143.0,930.0
-411.0,-126.0,897.0
-526.0,-352.0,856.0
-511.0,-223.0,912.0
-503.0,-151.0,881.0
-528.0,-114.0,834.0
-523.0,-108.0,832.0
-521.0,11.0,779.0
-502.0,-266.0,950.0
-511.0,-137.0,944.0
-520.0,-95.0,938.0
-528.0,-180.0,900.0
-526.0,-145.0,887.0
-510.0,166.0,690.0
-498.0,120.0,894.0
-514.0,33.0,913.0
-499.0,42.0,888.0
-516.0,-106.0,960.0
-460.0,-63.0,937.0
-490.0,-118.0,857.0
-496.0,56.0,1002.0
-511.0,-1.0,974.0
-511.0,-10.0,855.0
-538.0,20.0,1046.0
-525.0,-16.0,905.0
-520.0,-16.0,899.0
-532.0,2.0,974.0
-552.0,-7.0,953.0
-536.0,6.0,898.0
-478.0,-54.0,808.0
-489.0,-24.0,840.0
-533.0,-29.0,865.0
